ProductName,Description,Predicted productBrand,Predicted Color,Predicted Gender
ROMEE Green Set of 3 Self Design Square Cushion Covers,Set content: 3 Cushion Covers Colour: Green Shape: Square Pattern: Self Design Closure: Zip,ROMEE, Green,Unisex
Sonata Reloaded Men Grey Analogue watch 7924NL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Grey,Men
Veni Vidi Vici Women Burgundy Solid Bodycon Dress,"Burgundy solid knitted bodycon dress, has a off-shoulder neck, short sleeves, and straight hem",Veni Vidi Vici, Burgundy,Women
Titan Men Grey Analogue Watch 1756QM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round stainless steel dialFeatures: ChronographStrap style: Grey bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Grey,Men
Roadster Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans,"Black dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Black,Men
Yuris Women Pink & Off-White Printed Kurta with Sharara,"Pink and off-white printed kurta with shararaPink and off-white straight above knee kurta, has a mandarin collar with lace detail, three-quarter sleeves, straight hem, side slitsPink and off-white Printed sharara, has partially elasticated waistband, zip closure",Yuris, White,Women
Park Avenue Men Blue Self Design Super Slim-Fit Single-Breasted Blazer,"Blue self-design super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue,Blue,Men
Soie Off-White Solid Non-Wired Lightly Padded Everyday Bra CB-126IVORY,Off-White solid full-coverage Everyday bra Lightly Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort,Soie, Red,Women
IMYOUNG Men Blue & Brown Slim Fit Checked Casual Shirt,"Blue and Brown checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",IMYOUNG,Blue,Men
Titan Women Maroon Analogue Watch 95062WD01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Gold-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Maroon,Women
CHUTPUT Kids Blue & Yellow Solid Sweater with Applique Detail,"Blue and yellow solid sweater with applique detail, has a turtle neck, long sleeves, and straight hemComes with a matching beanie cap",CHUTPUT,Blue,Unisex Kids
CLAY CRAFT White Set of 4 Bowls,Content: 4 bowlsPattern: SolidFinish: GlossyMaterial: CeramicFeatures: Dishwasher and microwave safe,CLAY CRAFT, White,Unisex
Sonata Splash Women Black Analogue watch NL87019SP03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Pink regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Women
Sonata Men Charcoal Grey Printed Leather Straps Analogue Watch 77085PL01,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: Charcoal grey printed round plastic dialFeatures: reset timeStrap Style: Brown, regular, leather strap with a tang closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer",Sonata, Grey,Men
ColorPlus Men Blue Tailored Fit Printed Semiformal Shirt,"Blue printed semiformal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",ColorPlus,Blue,Men
Fame Forever by Lifestyle Men White Printed Round Neck T-shirt,"White printed T-shirt, has a round neck, and short sleeves",Fame Forever by Lifestyle, White,Men
Tokyo Talkies Women Pink Self Design Peplum Top,"Pink self-design woven peplum  top, has a round neck, three-quarter sleeves, and button closure",Tokyo Talkies, Pink,Women
Dynamocks Unisex Pack Of 2 Patterned Shoe Liners,"Pack of two multicoloured patterned shoe liners in black, each has an elasticated mouth, a round-toe seam and contrast print",Dynamocks,nan,Unisex
Sergio Tacchini Men White Sneakers,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Sergio Tacchini, White,Men
Titan Octane Men White Analogue watch 90103KM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Gliders Men Tan Brown Solid Sneakers,"A pair of round-toe tan sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsole",Gliders, Brown,Men
Veni Vidi Vici Women Olive Green Solid Bardot Crop Top,"Olive green solid knitted bardot crop top, has an off-shoulder neck, and long sleeves",Veni Vidi Vici, Green,Women
Cherry Crumble Boys Black & Red Colourblocked Jacket,"Black and Red colourblocked jacket, has a hooded, 1 pockets, zip closure, long sleeves, straight hem, and cotton",Cherry Crumble, Red,Boys
Roadster Women Charcoal Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Charcoal grey dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Grey,Women
CODE by Lifestyle Men White & Pink Regular Fit Printed Formal Shirt,"White and pink printed formal shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, White,Men
Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
CODE by Lifestyle Men Beige Striped Polo Collar T-shirt,"Beige striped T-shirt, has a polo collar, and short sleeves",CODE by Lifestyle, Beige,Men
Be Indi Women Red A-Line Dress,"Red printed woven A-line %S, has a round neck, three-quarter sleeves, and flared hem",Be Indi, Red,Women
Shaily Pink & Silver-Coloured Pure Linen Checked Saree,"Design Detail:Pink and Silver-toned   checked saree and has a solid border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Linen is made of fibres that are procured from the flax plant. Ideal for summers, this fabric is known for being extremely sturdy, durable as well as highly absorbent.",Shaily, Red,Women
Red Tape Men Black Leather Formal Derbys,"A pair of black round-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Alcis Men Black & Red Slim Fit Solid Running Track Pants,"A pair of black and red solid knitted slim-fit running track pants, has an elasticated waistband with inner drawstring fastening, two pocketsEngineered with antistatix technology for comfort against static-clingEngineered withDrytech+ for fast sweat evaporation",Alcis, Red,Men
ColorPlus Men Beige Tailored Fit Checked Casual Shirt,"Beige checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus, Red,Men
Harvard Men Grey Mesh Running Shoes,"A pair of grey running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 30 daysWarranty provided by brand/manufacturer",Harvard, Grey,Men
Fastrack Trendies Women White Analogue watch NL68006PP02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: White regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, White,Women
Titan Raga Viva Women Grey Analogue watch NL2608WM02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Multi FunctionStrap style: Rose Gold-Toned bracelet style, metal strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Grey,Women
Red Tape Men Coffee Brown Leather Semiformal Slip-Ons,"A pair of coffee brown round-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Jeans,"Blue medium wash 4-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Solemio Men Beige Regular Fit Printed Casual Shirt,"Beige printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Solemio, Beige,Men
Kryptic Men White Striped Polo Collar T-shirt,"White and Navy Blue striped T-shirt, has a polo collar, and short sleeves",AND, White,Men
Fastrack Men Grey Analogue Watch 3124SP02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, silicon strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Grey,Men
berrytree Boys Red Solid Organic Cotton Polo Collar  Sustainable T-shirt,"Red solid Sustainable T-shirt, has a polo collar, and long sleeves",berrytree, Red,Unisex Kids
Veni Vidi Vici Women Maroon Solid Bardot Crop Top,"Maroon solid knitted bardot crop top, has an off-shoulder neck, and long sleeves",Veni Vidi Vici, Maroon,Women
berrytree Unisex Grey Solid Hooded Sustainable Sweatshirt,"Grey solid sustainable sweatshirt, has a hood. long sleeves",berrytree, Grey,Unisex Kids
Veni Vidi Vici Women Red Solid Cold-Shoulder Fit & Flare Dress,"Red solid knitted fit and flare dress, has a round neck, short cold-shoulder sleeves, and flared hem",Veni Vidi Vici, Red,Women
LA LOFT Women Khaki Solid Shirt Style Crop Top,"Khaki solid woven shirt style crop top, has a shirt collar, short sleeves, button closure, ruffle detail and 2 flap pockets",LA LOFT, Khaki,Women
Wishful by W Women Navy Printed Kurta,"Navy and maroon kurta with print and sequinned detail, has a round neck, three-quarter sleeves, and side slits",AND, Navy,Women
Soumya Purple Single Solid Door Curtain,Set content: Single Door curtainColour: PurplePattern: Solid DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, Purple,Unisex
INCOLOR Women Mauve Jewel Queen 19 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 19 Lipstick 3.7gColour Shade Name:MauveWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
Veni Vidi Vici Solid Olive Green Ruched Bodycon Dress,"Olive Green solid knitted bodycon dress with tie-up detail, has shoulder straps, sleeveless, and straight hem",Veni Vidi Vici, Green,Women
Park Avenue Men Grey Self Design Super Slim-Fit Single-Breasted Blazer,"Grey self-design super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue, Grey,Men
Sonata Sleek Men Grey Analogue watch 7131WL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Grey,Men
CODE by Lifestyle Men Yellow Slim Fit Solid Formal Shirt,"Yellow solid formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, Yellow,Men
Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
CHUTPUT Kids Blue & Yellow Striped Hooded Cardigan,"Blue, yellow and red striped cardigan with applique detail, has a hood, long sleeves, button closures and straight hem",CHUTPUT,Blue,Unisex Kids
CODE by Lifestyle Men Blue Striped Polo Collar T-shirt,"Blue and Grey striped T-shirt, has a polo collar, and short sleeves",CODE by Lifestyle,Blue,Men
MsFQ Women Peach-Coloured Printed A-Line Top,"Peach-Coloured printed woven A-line  top, has a round neck, three-quarter sleeves, and button closure",MsFQ, Red,Women
Call It Spring Men Black Semiformal Loafers,"A pair of black round-toe semiformal loafersSynthetic upper with tasselled detailCushioned footbedTextured and patterned outsole, has a stacked heelWarranty: 1 monthWarranty provided by brand/manufacturer",Call It Spring, Black,Men
Fastrack Women Black Analogue Watch 6176KM19,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black bracelet style, metal strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Women
WITH Men Navy Blue Slim Fit Checked Casual Shirt,"Navy Blue checked casual shirt, has a slim collar, long sleeves, button placket, curved hem, and 1 patch pocket",WITH,Blue,Men
ColorPlus Men Blue & White Tailored Fit Checked Casual Shirt,"Blue and White checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Alcis Men Black Solid Slim Fit Training Track Pants,"Black solid woven training track pant, has elasticated waistband, three pockets",Alcis, Black,Men
CODE by Lifestyle Men Mustard Yellow & Black Regular Fit Checked Casual Shirt,"Mustard and Black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, Yellow,Men
Metro Women Black Solid Open Toe Flats,"A pair of black open-toed flats, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole",Metro, Black,Women
INCOLOR Women Red Jewel Queen 06 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 06 Lipstick 3.7gColour Shade Name:RedWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
CLAY CRAFT White Grey Ceramic Lord Buddha Showpiece,Content: 1 Buddha showpiecePattern: SolidFinish: GlossyMaterial: CeramicSize: Medium,CLAY CRAFT, White,Unisex
Sonata Utsav Men White Analogue watch NL7125BM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: White bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
Titan Women Brown Analogue Watch 2590SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Chronograph, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Brown,Women
Shaily Red & Black Pure Georgette Printed Saree,"Design Detail:Red and Black   printed saree and has a printed border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Georgette is a lightweight fabric that displays an overall bouncy look. It is sheer and comes in both translucent and opaque textures.",Shaily,Blue,Women
Roadster Women Black Skinny Fit Mid-Rise Slash Knee Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, slash knee, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Black,Women
Roadster Women Blue Skinny Fit Mid-Rise Slash Knee Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans with printed detail, slash knee, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Tokyo Talkies Women Mustard Yellow & Red Sheath Dress,"Mustard yellow and red striped woven sheath dress, has a V-neck, three-quarter sleeves, concealed zip closure, and straight hem",Tokyo Talkies, Yellow,Women
Titan Karishma Gents Men Black Analogue watch NL1777YL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid rectangular metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
CHUTPUT Kids White & Blue Self Striped Woollen Bodysuit,"White and blue self striped woollen bodysuit, has a square neck, sleeveless, snap button closure on crotch area",CHUTPUT,Blue,Unisex Kids
TIMESMITH Women Gold-Toned Analogue Watch TSC-046,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Gold-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer",TIMESMITH, Gold,Women
Titan Octane Men Blue Analogue watch 90108KL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Multi FunctionStrap style: Black regular, leather strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan,Blue,Men
Sonata Essentials Men White Analogue watch 77083YL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
Fastrack Men Grey Digital Watch 38045PP02,"Display: DigitalMovement: AutomaticPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Stopwatch, Multi FunctionStrap style: Grey silicon strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a signature Fastrack case",Fastrack, Grey,Men
SPYKAR Women Navy Blue Adora Skinny Fit Mid-Rise Clean Look Cropped Stretchable Jeans,"Navy blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Blue,Women
Fastrack Men Black Leather Analogue Watch 3124SL05,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Men
Vishudh Women Blue & Red Printed A-Line Kurta,"Blue and Red printed A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem, and front slit",Vishudh,Blue,Women
IMYOUNG Men Blue & White Slim Fit Checked Casual Shirt,"Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",IMYOUNG,Blue,Men
Veni Vidi Vici Women Pink Solid Layered Cropped Bardot Top,"Pink solid knitted layered cropped bardot top, has shoulder straps, short sleeves",Veni Vidi Vici, Red,Women
Cherry Crumble Girls Black & Pink Solid Cardigan,"Black, Pink and navy solid cardigan, has a round neck, long sleeves, button closure, and ribbed hem, 2 pockets",Cherry Crumble, Black,Girls
Roadster Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Sonata Splash Women Blue Analogue watch NL87019SP02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Blue regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Women
Park Avenue Men Grey Self Design Super Slim-Fit Single-Breasted Blazer,"Grey self-design super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue, Grey,Men
Cottinfab Women Blue & White Printed Playsuit,"Blue and white printed layered playsuit with waist tie-up, has a round neck, short cold-shoulder sleeves, two pockets, concealed zip closure",Cottinfab,Blue,Women
Titan Women Black Analogue Watch 2598SL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Women
Fame Forever by Lifestyle Men Olive Green Slim Fit Self Design Chinos,Olive Green self-design mid-rise trousers has a button closure and zip fly,Fame Forever by Lifestyle, Green,Men
Zoop Marvel Unisex Kids Blue Analogue watch C4048PP25,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: Blue regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case",Zoop,Blue,Unisex Kids
Tokyo Talkies Women Yellow Floral Printed Peplum Top,"Yellow and White printed woven peplum  top, has a V-neck, long sleeves, and button closure",Tokyo Talkies, Yellow,Women
Forever New Women Black Tapered Fit Solid Formal Trousers,"Black solid high-rise trousers, hook and bar closure, and 4 pockets",AND,Blue,Women
Fame Forever by Lifestyle Men Green Solid Round Neck T-shirt,"Green and Beige solid T-shirt, has a round neck, and long sleeves",Fame Forever by Lifestyle, Green,Men
CHUTPUT Kids White & Olive Green Striped Sweater with Applique Detail,"White, green and orange striped sweater with applique detail, has a round neck, long sleeves, button closures, and straight hemComes with a matching beanie cap",CHUTPUT, Green,Unisex Kids
Kvsfab Women Multicoloured Maxi Dress,"Multicoloured self-design knitted layered maxi dress, has a round neck, sleeveless, concealed zip closure, and asymmetric hem",Kvsfab, Red,Women
Veni Vidi Vici Women Maroon Solid Crop Bardot Top,"Maroon solid knitted crop bardot top, has shoulder straps, and short sleeves",Veni Vidi Vici, Maroon,Women
ColorPlus Men Red & Blue Regular Fit Checked Casual Shirt,"Red and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Rajnandini Brown Striped Unstitched Dress Material,Brown striped unstitched dress materialBrown striped kurta fabricBrown solid bottom fabricBrown printed dupattaDisclaimer: Images are for referral purposes only. The actual product is unstitched.,Rajnandini, Brown,Women
ColorPlus Men Beige Regular Fit Solid Regular Trousers,"Beige solid mid-rise trousers, button closure, and 4 pockets",ColorPlus, Beige,Men
Veni Vidi Vici Women Maroon Solid Fit & Flare Dress,"Maroon solid knitted fit and flare dress, has a round neck, short cold-shoulder sleeves",Veni Vidi Vici, Maroon,Women
Fastrack Women Grey Analogue Watch 68009PP10,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Grey regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case",Fastrack, Grey,Women
Mali Fionna Gold-Toned Stone-Studded Cuff Bracelet,Gold-Toned cuff braceletMaterial and stone type: Alloy with artificial stonesClosure: Slip-On,Mali Fionna, Gold,Women
Titan Workwear Women White Analogue watch NL2596SL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Blue regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Women
Respiro Men Brown & Black Comfort Sandals,A pair of brown and black comfort sandalsSynthetic Leather upper with slip-on closureCushioned footbedPatterned synthetic outsoleWarranty: 1 monthWarranty provided by brand/manufacturer,Respiro, Black,Men
Sonata Sleek Men Black Analogue watch 7131NL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Men
Titan Ceramics Men Black Analogue watch NL90089KD02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Black bracelet style, stainless steel strap with a butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
Da Intimo Women White Solid Camisole DI-764-N,"White solid camisole, has shoulder straps, criss-cross detailing at the back.",Da Intimo, White,Women
Cherry Crumble Girls Pink Solid Sweater,"Pink solid sweater, has a round neck, long sleeves, and straight hem",Cherry Crumble, Pink,Girls
CODE by Lifestyle Men Navy Blue Regular Fit Striped Casual Shirt,"Navy Blue striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Fame Forever by Lifestyle Men Black Solid Round Neck T-shirt,"Black solid T-shirt, has a round neck, and short sleeves",Fame Forever by Lifestyle, Black,Men
Veni Vidi Vici Women Rust Orange Solid Fitted Crop Top,"Rust orange solid knitted fitted crop top with tie-up detail, has shoulder straps",Veni Vidi Vici, Orange,Women
Killer Men Black Printed Sweatshirt,"Black Printed Sweatshirt, has a round neck, long sleeves",Killer, Black,Men
CODE by Lifestyle Men Blue Slim Fit Printed Formal Shirt,"Blue printed formal shirt, has a cutaway collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Titan Workwear Women White Analogue watch NL2588KM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Women
Sonata Blush Women Pink Analogue watch 8123WM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Pink,Women
Fastrack Fundamentals Women Blue Analogue watch NL68008SM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack,Blue,Women
Red Tape Men Black Leather Formal Derbys,"A pair of black round-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Fame Forever by Lifestyle Men Mustard Yellow Printed Round Neck T-shirt,"Mustard yellow printed T-shirt, has a round neck, and short sleeves",Fame Forever by Lifestyle, Yellow,Men
